table_name,column_name,type,is_primary_key,foreign_key
game_lineups,team_code,VARCHAR(10),False,
game_lineups,player_id,INTEGER,False,
game_lineups,player_name,VARCHAR(64),False,
game_lineups,batting_order,INTEGER,False,
game_lineups,position,VARCHAR(8),False,
game_lineups,is_starter,BOOLEAN,False,
game_lineups,appearance_seq,INTEGER,False,
game_lineups,notes,VARCHAR(64),False,
game_lineups,created_at,DATETIME,False,
game_lineups,updated_at,DATETIME,False,
game_lineups,uniform_no,VARCHAR(10),False,
game_metadata,game_id,VARCHAR(20),True,game(game_id)
game_metadata,stadium_code,VARCHAR(30),False,
game_metadata,stadium_name,VARCHAR(64),False,
game_metadata,attendance,INTEGER,False,
game_metadata,start_time,TIME,False,
game_metadata,end_time,TIME,False,
game_metadata,game_time_minutes,INTEGER,False,
game_metadata,weather,VARCHAR(32),False,
game_metadata,source_payload,JSON,False,
game_metadata,created_at,DATETIME,False,
game_metadata,updated_at,DATETIME,False,
game_pitching_stats,id,INTEGER,True,
game_pitching_stats,game_id,VARCHAR(20),False,game(game_id)
game_pitching_stats,team_side,VARCHAR(5),False,
game_pitching_stats,team_code,VARCHAR(10),False,
game_pitching_stats,player_id,INTEGER,False,
game_pitching_stats,player_name,VARCHAR(64),False,
game_pitching_stats,is_starting,BOOLEAN,False,
game_pitching_stats,appearance_seq,INTEGER,False,
game_pitching_stats,innings_outs,INTEGER,False,
game_pitching_stats,innings_pitched,"NUMERIC(5, 3)",False,
game_pitching_stats,batters_faced,INTEGER,False,
game_pitching_stats,pitches,INTEGER,False,
game_pitching_stats,hits_allowed,INTEGER,False,
game_pitching_stats,runs_allowed,INTEGER,False,
game_pitching_stats,earned_runs,INTEGER,False,
game_pitching_stats,home_runs_allowed,INTEGER,False,
game_pitching_stats,walks_allowed,INTEGER,False,
game_pitching_stats,strikeouts,INTEGER,False,
game_pitching_stats,hit_batters,INTEGER,False,
game_pitching_stats,wild_pitches,INTEGER,False,
game_pitching_stats,balks,INTEGER,False,
game_pitching_stats,wins,INTEGER,False,
game_pitching_stats,losses,INTEGER,False,
game_pitching_stats,saves,INTEGER,False,
game_pitching_stats,holds,INTEGER,False,
game_pitching_stats,decision,VARCHAR(2),False,
game_pitching_stats,era,FLOAT,False,
game_pitching_stats,whip,FLOAT,False,
game_pitching_stats,k_per_nine,FLOAT,False,
game_pitching_stats,bb_per_nine,FLOAT,False,
game_pitching_stats,kbb,FLOAT,False,
game_pitching_stats,extra_stats,JSON,False,
game_pitching_stats,created_at,DATETIME,False,
game_pitching_stats,updated_at,DATETIME,False,
game_pitching_stats,uniform_no,VARCHAR(10),False,
game_play_by_play,id,INTEGER,True,
game_play_by_play,game_id,VARCHAR(20),False,game(game_id)
game_play_by_play,inning,INTEGER,False,
game_play_by_play,inning_half,VARCHAR(10),False,
game_play_by_play,pitcher_name,VARCHAR(50),False,
game_play_by_play,batter_name,VARCHAR(50),False,
game_play_by_play,play_description,VARCHAR(1000),False,
game_play_by_play,event_type,VARCHAR(50),False,
game_play_by_play,result,VARCHAR(100),False,
game_play_by_play,created_at,DATETIME,False,
game_play_by_play,updated_at,DATETIME,False,
game_summary,id,INTEGER,True,
game_summary,game_id,VARCHAR(20),False,game(game_id)
game_summary,summary_type,VARCHAR(50),False,
game_summary,player_name,VARCHAR(50),False,
game_summary,detail_text,TEXT,False,
game_summary,created_at,DATETIME,False,
game_summary,updated_at,DATETIME,False,
game_summary,player_id,INTEGER,False,player_basic(player_id)
kbo_seasons,season_id,INTEGER,True,
kbo_seasons,season_year,INTEGER,False,
kbo_seasons,league_type_code,INTEGER,False,
kbo_seasons,league_type_name,VARCHAR(50),False,
kbo_seasons,start_date,DATE,False,
kbo_seasons,end_date,DATE,False,
kbo_seasons,created_at,DATETIME,False,
kbo_seasons,updated_at,DATETIME,False,
player_basic,player_id,INTEGER,True,
player_basic,name,VARCHAR(100),False,
player_basic,uniform_no,VARCHAR(10),False,
player_basic,team,VARCHAR(50),False,
player_basic,position,VARCHAR(50),False,
player_basic,birth_date,VARCHAR(20),False,
player_basic,birth_date_date,DATE,False,
player_basic,height_cm,INTEGER,False,
player_basic,weight_kg,INTEGER,False,
player_basic,career,VARCHAR(200),False,
player_basic,status,TEXT,False,
player_basic,staff_role,TEXT,False,
player_basic,status_source,TEXT,False,
player_identities,id,INTEGER,True,
player_identities,player_id,INTEGER,False,players(id)
player_identities,name_kor,VARCHAR(100),False,
player_identities,name_eng,VARCHAR(100),False,
player_identities,start_date,DATE,False,
player_identities,end_date,DATE,False,
player_identities,is_primary,BOOLEAN,False,
player_identities,notes,TEXT,False,
player_identities,created_at,DATETIME,False,
player_identities,updated_at,DATETIME,False,
player_movements,id,INTEGER,True,
player_movements,date,DATE,False,
player_movements,section,VARCHAR(50),False,
player_movements,team_code,VARCHAR(20),False,
player_movements,player_name,VARCHAR(100),False,
player_movements,remarks,TEXT,False,
player_movements,created_at,DATETIME,False,
player_movements,updated_at,DATETIME,False,
player_season_batting,id,INTEGER,True,
player_season_batting,player_id,INTEGER,False,
player_season_batting,season,INTEGER,False,
player_season_batting,league,VARCHAR(16),False,
player_season_batting,level,VARCHAR(16),False,
player_season_batting,source,VARCHAR(16),False,
player_season_batting,team_code,VARCHAR(10),False,teams(team_id)
player_season_batting,games,INTEGER,False,
player_season_batting,plate_appearances,INTEGER,False,
player_season_batting,at_bats,INTEGER,False,
player_season_batting,runs,INTEGER,False,
player_season_batting,hits,INTEGER,False,
player_season_batting,doubles,INTEGER,False,
player_season_batting,triples,INTEGER,False,
player_season_batting,home_runs,INTEGER,False,
player_season_batting,rbi,INTEGER,False,
player_season_batting,walks,INTEGER,False,
player_season_batting,intentional_walks,INTEGER,False,
player_season_batting,hbp,INTEGER,False,
player_season_batting,strikeouts,INTEGER,False,
player_season_batting,stolen_bases,INTEGER,False,
player_season_batting,caught_stealing,INTEGER,False,
player_season_batting,sacrifice_hits,INTEGER,False,
player_season_batting,sacrifice_flies,INTEGER,False,
player_season_batting,gdp,INTEGER,False,
player_season_batting,avg,FLOAT,False,
player_season_batting,obp,FLOAT,False,
player_season_batting,slg,FLOAT,False,
player_season_batting,ops,FLOAT,False,
player_season_batting,iso,FLOAT,False,
player_season_batting,babip,FLOAT,False,
player_season_batting,extra_stats,JSON,False,
player_season_batting,created_at,DATETIME,False,
player_season_batting,updated_at,DATETIME,False,
player_season_pitching,id,INTEGER,True,
player_season_pitching,player_id,INTEGER,False,
player_season_pitching,season,INTEGER,False,
player_season_pitching,league,VARCHAR(16),False,
player_season_pitching,level,VARCHAR(16),False,
player_season_pitching,source,VARCHAR(16),False,
player_season_pitching,team_code,VARCHAR(8),False,
player_season_pitching,games,INTEGER,False,
player_season_pitching,games_started,INTEGER,False,
player_season_pitching,wins,INTEGER,False,
player_season_pitching,losses,INTEGER,False,
player_season_pitching,saves,INTEGER,False,
player_season_pitching,holds,INTEGER,False,
player_season_pitching,innings_pitched,FLOAT,False,
player_season_pitching,innings_outs,INTEGER,False,
player_season_pitching,hits_allowed,INTEGER,False,
player_season_pitching,runs_allowed,INTEGER,False,
player_season_pitching,earned_runs,INTEGER,False,
player_season_pitching,home_runs_allowed,INTEGER,False,
player_season_pitching,walks_allowed,INTEGER,False,
player_season_pitching,intentional_walks,INTEGER,False,
player_season_pitching,hit_batters,INTEGER,False,
player_season_pitching,strikeouts,INTEGER,False,
player_season_pitching,wild_pitches,INTEGER,False,
player_season_pitching,balks,INTEGER,False,
player_season_pitching,era,FLOAT,False,
player_season_pitching,whip,FLOAT,False,
player_season_pitching,fip,FLOAT,False,
player_season_pitching,k_per_nine,FLOAT,False,
player_season_pitching,bb_per_nine,FLOAT,False,
player_season_pitching,kbb,FLOAT,False,
player_season_pitching,complete_games,INTEGER,False,
player_season_pitching,shutouts,INTEGER,False,
player_season_pitching,quality_starts,INTEGER,False,
player_season_pitching,blown_saves,INTEGER,False,
player_season_pitching,tbf,INTEGER,False,
player_season_pitching,np,INTEGER,False,
player_season_pitching,avg_against,FLOAT,False,
player_season_pitching,doubles_allowed,INTEGER,False,
player_season_pitching,triples_allowed,INTEGER,False,
player_season_pitching,sacrifices_allowed,INTEGER,False,
player_season_pitching,sacrifice_flies_allowed,INTEGER,False,
player_season_pitching,extra_stats,JSON,False,
player_season_pitching,created_at,DATETIME,False,
player_season_pitching,updated_at,DATETIME,False,
players,id,INTEGER,True,
players,kbo_person_id,VARCHAR(32),False,
players,birth_date,DATE,False,
players,birth_place,VARCHAR(64),False,
players,height_cm,INTEGER,False,
players,weight_kg,INTEGER,False,
players,bats,VARCHAR(1),False,
players,throws,VARCHAR(1),False,
players,is_foreign_player,BOOLEAN,False,
players,debut_year,INTEGER,False,
players,retire_year,INTEGER,False,
players,status,VARCHAR(20),False,
players,notes,TEXT,False,
players,created_at,DATETIME,False,
players,updated_at,DATETIME,False,
stat_rankings,id,INTEGER,True,
stat_rankings,season,INTEGER,False,
stat_rankings,metric,VARCHAR(64),False,
stat_rankings,entity_id,VARCHAR(64),False,
stat_rankings,entity_label,VARCHAR(128),False,
stat_rankings,entity_type,VARCHAR(16),False,
stat_rankings,team_id,VARCHAR(10),False,
stat_rankings,value,FLOAT,False,
stat_rankings,rank,INTEGER,False,
stat_rankings,is_tie,BOOLEAN,False,
stat_rankings,source,VARCHAR(32),False,
stat_rankings,extra,JSON,False,
stat_rankings,created_at,DATETIME,False,
stat_rankings,updated_at,DATETIME,False,
team_daily_roster,id,INTEGER,True,
team_daily_roster,roster_date,DATE,False,
team_daily_roster,team_code,VARCHAR(10),False,
team_daily_roster,player_id,INTEGER,False,
team_daily_roster,player_name,VARCHAR(50),False,
team_daily_roster,position,VARCHAR(20),False,
team_daily_roster,back_number,VARCHAR(10),False,
team_daily_roster,created_at,DATETIME,False,
team_daily_roster,updated_at,DATETIME,False,
team_franchises,id,INTEGER,True,
team_franchises,name,VARCHAR(50),False,
team_franchises,original_code,VARCHAR(10),False,
team_franchises,current_code,VARCHAR(10),False,
team_franchises,metadata_json,JSON,False,
team_franchises,web_url,VARCHAR(255),False,
team_franchises,created_at,DATETIME,False,
team_franchises,updated_at,DATETIME,False,
team_history,id,INTEGER,True,
team_history,franchise_id,INTEGER,False,team_franchises(id)
team_history,season,INTEGER,False,
team_history,team_name,VARCHAR(50),False,
team_history,team_code,VARCHAR(10),False,teams(team_id)
team_history,logo_url,VARCHAR(255),False,
team_history,ranking,INTEGER,False,
team_history,stadium,VARCHAR(50),False,
team_history,city,VARCHAR(30),False,
team_history,color,VARCHAR(50),False,
team_history,created_at,DATETIME,False,
team_history,updated_at,DATETIME,False,
team_season_batting,id,INTEGER,True,
team_season_batting,team_id,VARCHAR(10),False,teams(team_id)
team_season_batting,team_name,VARCHAR(64),False,
team_season_batting,season,INTEGER,False,
team_season_batting,league,VARCHAR(16),False,
team_season_batting,games,INTEGER,False,
team_season_batting,plate_appearances,INTEGER,False,
team_season_batting,at_bats,INTEGER,False,
team_season_batting,runs,INTEGER,False,
team_season_batting,hits,INTEGER,False,
team_season_batting,doubles,INTEGER,False,
team_season_batting,triples,INTEGER,False,
team_season_batting,home_runs,INTEGER,False,
team_season_batting,rbi,INTEGER,False,
team_season_batting,stolen_bases,INTEGER,False,
team_season_batting,caught_stealing,INTEGER,False,
team_season_batting,walks,INTEGER,False,
team_season_batting,strikeouts,INTEGER,False,
team_season_batting,avg,FLOAT,False,
team_season_batting,obp,FLOAT,False,
team_season_batting,slg,FLOAT,False,
team_season_batting,ops,FLOAT,False,
team_season_batting,extra_stats,JSON,False,
team_season_batting,created_at,DATETIME,False,
team_season_batting,updated_at,DATETIME,False,
team_season_pitching,id,INTEGER,True,
team_season_pitching,team_id,VARCHAR(10),False,teams(team_id)
team_season_pitching,team_name,VARCHAR(64),False,
team_season_pitching,season,INTEGER,False,
team_season_pitching,league,VARCHAR(16),False,
team_season_pitching,games,INTEGER,False,
team_season_pitching,wins,INTEGER,False,
team_season_pitching,losses,INTEGER,False,
team_season_pitching,ties,INTEGER,False,
team_season_pitching,saves,INTEGER,False,
team_season_pitching,holds,INTEGER,False,
team_season_pitching,innings_pitched,FLOAT,False,
team_season_pitching,runs_allowed,INTEGER,False,
team_season_pitching,earned_runs,INTEGER,False,
team_season_pitching,hits_allowed,INTEGER,False,
team_season_pitching,home_runs_allowed,INTEGER,False,
team_season_pitching,walks_allowed,INTEGER,False,
team_season_pitching,strikeouts,INTEGER,False,
team_season_pitching,era,FLOAT,False,
team_season_pitching,whip,FLOAT,False,
team_season_pitching,avg_against,FLOAT,False,
team_season_pitching,extra_stats,JSON,False,
team_season_pitching,created_at,DATETIME,False,
team_season_pitching,updated_at,DATETIME,False,
teams,team_id,VARCHAR(10),True,
teams,team_name,VARCHAR(50),False,
teams,team_short_name,VARCHAR(20),False,
teams,city,VARCHAR(30),False,
teams,founded_year,INTEGER,False,
teams,stadium_name,VARCHAR(50),False,
teams,created_at,DATETIME,False,
teams,updated_at,DATETIME,False,
teams,franchise_id,INTEGER,False,
teams,is_active,BOOLEAN,False,
teams,aliases,JSON,False,
